ID,Name,Pos,Price,Team,Pts,34,35,36,37,38
55898,Foden,MID,8.1,MCI,,6.213927265,5.904823286,6.225497542,8.855971106,5.960703344
23153,Sterling,MID,9.6,MCI,,7.393362318,6.072018931,6.401140174,8.305996761,6.123740596
88492,Maddison,MID,7,LEI,,4.911936538,4.226842189,8.839621019,7.131095304,5.154505845
23023,Zaha,MID,7.2,CRY,,5.373903939,4.614101259,5.492515046,8.116775938,4.821484678
45039,H Barnes,MID,7.2,LEI,,5.133628342,4.415734963,9.117048195,7.312312769,5.385046054
160701,Fernandes,MID,11.5,MUN,,8.502907587,5.934601315,4.899985162,0,4.96302755
88567,Jota,MID,7.9,LIV,,6.446677335,5.563832194,8.011683746,5.673354601,6.007386512
106430,Saka,MID,6.9,ARS,,5.101178023,4.747285279,8.622441757,4.85968166,5.510472091
45081,B Silva,MID,7.3,MCI,,5.200452646,4.884364387,5.188391483,7.809451689,4.994953546
187805,Raphinha,MID,7.5,LEE,,4.653850492,4.21393929,7.955937911,5.195531442,4.882315811
110910,Tielemans,MID,6.4,LEI,,4.264956492,3.717174022,7.508341861,6.316245057,4.291355253
139971,I Sarr,MID,6.2,WAT,,3.439534581,4.994618913,8.127897163,4.834646893,3.771320466
131333,McGinn,MID,5.6,AVL,,3.664646917,4.463460082,6.598096187,7.269124297,3.169372286
23102,Kante,MID,5.1,CHE,,5.589149463,3.050168137,4.854928783,2.866395376,3.01840359
184630,Gallagher,MID,6.2,CRY,,4.586256598,3.939154699,4.692249399,6.982746041,4.118237271
201990,Odegaard,MID,6.3,ARS,,4.549646335,4.279688084,7.631012982,4.380086582,4.881454191
228177,Sancho,MID,7.9,MUN,,7.501410516,5.102800227,4.386456549,0,4.39096217
23109,Mahrez,MID,8.7,MCI,,6.326048693,5.98954347,6.323269934,8.455396416,6.06458615
161049,Bowen,MID,7,WHU,,4.359316685,5.1842367,6.014640085,4.387726199,4.88238081
291491,Kulusevski,MID,6.9,TOT,,4.441080533,4.867221966,6.425566532,4.911199795,4.852028018
186002,J Ramsey,MID,4.7,AVL,,3.389865227,4.01309551,5.513275426,6.076359078,2.823374518
242870,A Gordon,MID,4.5,EVE,,2.825891879,3.145144624,5.509982162,5.577676238,2.80359392
132974,Rodri,MID,5,MCI,,3.507413999,3.523649377,3.771336083,6.159862102,3.670177868
88550,Fabinho,MID,5.4,LIV,,4.072869566,3.787944093,6.515477144,3.764857757,4.030709148
242878,Dewsbury-Hall,MID,4.5,LEI,,3.012304501,2.674589283,5.497261744,4.716756208,3.10879443
192214,Mbeumo,MID,6,BRE,,4.58724094,4.194790236,5.045967978,4.48729663,5.241098647
23337,Xhaka,MID,4.9,ARS,,3.59649609,3.39652646,6.492018411,3.477169418,3.811786369
283053,Eriksen,MID,5.7,BRE,,4.481477085,4.098685711,4.845291529,4.30729129,4.948448437
197966,Smith Rowe,MID,6.4,ARS,,4.659574242,4.395434274,7.46939416,4.493365517,4.996000464
