Name,FFS17,vaastav17,FFS18,vaastav18,FFS19,vaastav19,FFS20,vaastav20
Ki Sung-Yueng,Ki Sung-Yueng,Sung-yueng_Ki,Ki Sung-Yueng,Sung-yueng_Ki_324,Ki Sung-Yueng,Sung-yueng_Ki_268,Ki Sung-Yueng,
Surman,Surman,Andrew_Surman,Surman,Andrew_Surman_35,Surman,Andrew_Surman_80,Surman,
Surridge,,,Surridge,Sam_Surridge_599,Surridge,Sam_Surridge_71,Surridge,
Suttner,Suttner,Markus_Suttner,,Markus_Suttner_52,,,Suttner,
Tadic,Tadic,Dusan_Tadic,,,,,Tadic,
Tanganga,,,,,Tanganga,Japhet_Tanganga_583,Tanganga,
Targett,Targett,Matt_Targett,Targett,Matt_Targett_479,Targett,Matt_Targett_309,Targett,
Tarkowski,Tarkowski,James_Tarkowski,Tarkowski,James_Tarkowski_72,Tarkowski,James_Tarkowski_84,Tarkowski,
C Taylor,Taylor (Charlie),Charlie_Taylor,Taylor (Charlie),Charlie_Taylor_74,Taylor (Charlie),Charlie_Taylor_87,Taylor (Charlie),
N Taylor,,,,,Taylor (Neil),Neil_Taylor_24,Taylor (Neil),
Tella,,,,,Tella,Nathan_Tella_633,Tella,
Telles,,,,,,,Alex Telles,
Terry,,,,,,,Terry,
Tete,,,,,,,Tete,
Tettey,,,,,Tettey,Alexander_Tettey_289,Tettey,
Thiago,,,,,,,Thiago Alc·ntara,
J Thomas,,,,,Thomas (Jordan),Jordan_Thomas_650,Thomas (Jordan),
L Thomas,,,,,Thomas (Luke),Luke_Thomas_660,Thomas (Luke),
Thompson,,,,,Thompson (Max),Max_Thompson_640,Thompson (Max),
Tielemans,,,Tielemans,Youri_Tielemans_591,Tielemans,Youri_Tielemans_448,Tielemans,
Tierney,,,,,Tierney,Kieran_Tierney_515,Tierney,
Tomkins,Tomkins,James_Tomkins,Tomkins,James_Tomkins_138,Tomkins,James_Tomkins_124,Tomkins,
Tomori,,Fikayo_Tomori,,,Tomori,Fikayo_Tomori_529,Tomori,
Tore,,,,,,,Tore,
Torreira,,,Torreira,Lucas_Torreira_450,Torreira,Lucas_Torreira_19,Torreira,
Torres,,,,,,,Torres,
Tosun,Tosun,Cenk_Tosun,Tosun,Cenk_Tosun_177,Tosun,Cenk_Tosun_146,Tosun,
Toure,TourÈ,Gnegneri Yaya_TourÈ,,,,,TourÈ,
A Townsend,Townsend,Andros_Townsend,Townsend,Andros_Townsend_149,Townsend,Andros_Townsend_135,Townsend (Andros),
C Townsend,,,,,,,Townsend (Conor),
A Traore,,,TraorÈ,Adama_TraorÈ_500,TraorÈ,Adama_Traor√©_417,TraorÈ,
B Traore,,,,,,,Traore,
Travers,,,Travers,Mark_Travers_616,Travers,Mark_Travers_74,Travers,
Trent,Alexander-Arnold,Trent_Alexander-Arnold,Alexander-Arnold,Trent_Alexander-Arnold_245,Alexander-Arnold,Trent_Alexander-Arnold_182,Alexander-Arnold,
Trezeguet,,,,,Trezeguet,Mahmoud Ahmed_Ibrahim Hassan_465,Trezeguet,
Trippier,Trippier,Kieran_Trippier,Trippier,Kieran_Trippier_357,,Kieran_Trippier_334,Trippier,
Trossard,,,,,Trossard,Leandro_Trossard_421,Trossard,
Trybull,,,,,Trybull,Tom_Trybull_290,Trybull,
Tsimikas,,,,,,,Tsimikas,
Tuanzebe,Tuanzebe,Axel_Tuanzebe,,,Tuanzebe,Axel_Tuanzebe_481,Tuanzebe,
Tymon,Tymon,Josh_Tymon,,,,,Tymon,
Ulloa,Ulloa,Leonardo_Ulloa,,,,,Ulloa,
Under,,,,,,,‹nder,
Valdes,,,,,,,Valdes,
A Valencia,Valencia,Antonio_Valencia,Valencia,Antonio_Valencia_288,,,Valencia,
E Valencia,,Enner_Valencia,,,,,E Valencia,
Valery,,,Valery,Yan_Valery_556,Valery,Yan_Valery_306,Valery,
Vallejo,,,,,Vallejo,Jes√∫s_Vallejo L√°zaro_473,Vallejo,
van Aanholt,Van Aanholt,Patrick_van Aanholt,Van Aanholt,Patrick_van Aanholt_142,Van Aanholt,Patrick_van Aanholt_123,Van Aanholt,
van de Beek,,,,,,,van de Beek,
van der Hoorn,van der Hoorn,Mike_van der Hoorn,,,,,van der Hoorn,
van Dijk,van Dijk,Virgil_van Dijk,van Dijk,Virgil_van Dijk_246,van Dijk,Virgil_van Dijk_183,van Dijk,
van La Parra,van La Parra,Rajiv_van La Parra,van La Parra,Rajiv_van La Parra_200,,,van La Parra,
Vardy,Vardy,Jamie_Vardy,Vardy,Jamie_Vardy_234,Vardy,Jamie_Vardy_166,Vardy,
Vassilev,,,,,Vassilev,Indiana_Vassilev_600,Vassilev,
Veltman,,,,,,,Veltman,
Vertonghen,Vertonghen,Jan_Vertonghen,Vertonghen,Jan_Vertonghen_355,Vertonghen,Jan_Vertonghen_330,Vertonghen,
Vestergaard,,,Vestergaard,Jannik_Vestergaard_463,Vestergaard,Jannik_Vestergaard_304,Vestergaard,
Vietto,,,Vietto,Luciano_Vietto_513,,,Vietto,
Vinagre,,,R˙ben Vinagre,R˙ben GonÁalo_Silva Nascimento Vinagre_431,R˙ben Vinagre,R√∫ben Gon√ßalo_Silva Nascimento Vinagre_406,R˙ben Vinagre,
Vinicius,,,,,,,Vinicius,
Virginia,,,,,,,Virginia,
Vitinha,,,,,,,Vitor Ferreira,
Vlasic,Vlasic,Nikola_Vlasic,,Nikola_Vlasic_173,,,Vlasic,
Vokes,Vokes,Sam_Vokes,Vokes,Sam_Vokes_84,,,Vokes,
Vokins,,,,,Vokins,Jake_Vokins_645,Vokins,
Vorm,Vorm,Michel_Vorm,Vorm,Michel_Vorm_352,,Michel_Vorm_555,Vorm,
Vrancic,,,,,Vrancic,Mario_Vrancic_282,Vrancic,
Vydra,,,Vydra,Matej_Vydra_495,Vydra,Matej_Vydra_92,Vydra,
Wague,WaguÈ,Molla_WaguÈ,,,,,WaguÈ,
Walcott,Walcott,Theo_Walcott,Walcott,Theo_Walcott_164,Walcott,Theo_Walcott_153,Walcott,
Walker,Walker,Kyle_Walker,Walker,Kyle_Walker_265,Walker,Kyle_Walker_203,Walker,
Walker-Peters,Walker-Peters,Kyle_Walker-Peters,Walker-Peters,Kyle_Walker-Peters_358,Walker-Peters,Kyle_Walker-Peters_337,Walker-Peters,
Walters,Walters,Jonathan_Walters,,Jonathan_Walters_81,,,Walters,
Wan-Bissaka,Wan-Bissaka,Aaron_Wan-Bissaka,Wan-Bissaka,Aaron_Wan-Bissaka_145,Wan-Bissaka,Aaron_Wan-Bissaka_122,Wan-Bissaka,
Wanyama,Wanyama,Victor_Wanyama,Wanyama,Victor_Wanyama_366,Wanyama,Victor_Wanyama_348,Wanyama,
D Ward,,Danny_Ward,Ward (Daniel),Danny_Ward_105,,,Ward (Daniel),
J Ward,Ward (Joel),Joel_Ward,Ward (Joel),Joel_Ward_441,Ward (Joel),Joel_Ward_126,Ward (Joel),
S Ward,Ward (Stephen),Stephen_Ward,Ward (Stephen),Stephen_Ward_71,,,Ward (Stephen),
Ward-Prowse,Ward-Prowse,James_Ward-Prowse,Ward-Prowse,James_Ward-Prowse_338,Ward-Prowse,James_Ward-Prowse_321,Ward-Prowse,
Wasilewski,,,,,,,Wasilewski,
Watkins,,,,,,,Watkins,
Watmore,,,,,,,Watmore,
Watson,Watson,Ben_Watson,,,,,Watson,
Watts,,,,Kelland_Watts_622,Watts (Kelland),Kelland_Watts_599,Watts (Kelland),
Webster,,,,,Webster,Adam_Webster_493,Webster,
Welbeck,Welbeck,Danny_Welbeck,Welbeck,Danny_Welbeck_21,Welbeck,Danny_Welbeck_512,Welbeck,
Wells,Wells,Nahki_Wells,,Nahki_Wells_86,,,Wells,
Werner,,,,,,,Werner,
Wesley,,,,,Wesley,Wesley_Moraes_428,Wesley,
Westwood,Westwood,Ashley_Westwood,Westwood,Ashley_Westwood_80,Westwood,Ashley_Westwood_101,Westwood,
Whelan,,Glenn_Whelan,,,,,Whelan,
White,,,,Ben_White_559,,,White (Ben),
Whitehead,Whitehead,Dean_Whitehead,,,,,Whitehead,
Wickham,,Connor_Wickham,Wickham,Connor_Wickham_444,Wickham,Connor_Wickham_130,Wickham,
Wijnaldum,Wijnaldum,Georginio_Wijnaldum,Wijnaldum,Georginio_Wijnaldum_252,Wijnaldum,Georginio_Wijnaldum_199,Wijnaldum,
Willems,,,,,Willems,Jetro_Willems_498,Willems,
A Williams,Williams (Ashley),Ashley_Williams,,Ashley_Williams_159,,,Williams (Ashley),
B Williams,,,,,Williams (Brandon),Brandon_Williams_549,Williams (Brandon),
D Williams,Williams (Danny),Danny_Williams,Williams (Danny),Danny_Williams_204,,,Williams (Danny),
N Williams,,,,,Williams (Neco),Neco_Williams_575,Williams (Neco),
Willian,Willian,Willian_Borges Da Silva,Willian,Willian_Borges Da Silva_124,Willian,Willian_Borges Da Silva_113,Willian,
Willock,Joe Willock,Joseph_Willock,Joe Willock,Joseph_Willock_566,Joe Willock,Joseph_Willock_490,Joe Willock,
Wilmot,,,Wilmot,Ben_Wilmot_544,,,Wilmot,
Wilshere,Wilshere,Jack_Wilshere,Wilshere,Jack_Wilshere_447,Wilshere,Jack_Wilshere_394,Wilshere,
C Wilson,C Wilson,Callum_Wilson,C Wilson,Callum_Wilson_43,C Wilson,Callum_Wilson_67,C Wilson,
H Wilson,,,,,H Wilson,Harry_Wilson_505,H Wilson,
M Wilson,,,,,,,M Wilson,
Wimmer,Wimmer,Kevin_Wimmer,,,,,Wimmer,
Winks,Winks,Harry_Winks,Winks,Harry_Winks_368,Winks,Harry_Winks_347,Winks,
Wollscheid,,,,,,,Wollscheid,
Wood,Wood,Chris_Wood,Wood,Chris_Wood_87,Wood,Chris_Wood_91,Wood,
Woodburn,Woodburn,Ben_Woodburn,,,,,Woodburn,
Worthington,,,,,,,Worthington,
Xhaka,Xhaka,Granit_Xhaka,Xhaka,Granit_Xhaka_17,Xhaka,Granit_Xhaka_18,Xhaka,
Yacob,Yacob,Claudio_Yacob,,,,,Yacob,
Yarmolenko,,,Yarmolenko,Andriy_Yarmolenko_453,Yarmolenko,Andriy_Yarmolenko_392,Yarmolenko,
Yedlin,Yedlin,DeAndre_Yedlin,Yedlin,DeAndre_Yedlin_310,Yedlin,DeAndre_Yedlin_253,Yedlin,
Yoshida,Yoshida,Maya_Yoshida,Yoshida,Maya_Yoshida_331,Yoshida,Maya_Yoshida_310,Yoshida,
Young,Young,Ashley_Young,Young,Ashley_Young_293,Young (Ashley),Ashley_Young_224,Young (Ashley),
Zabaleta,Zabaleta,Pablo_Zabaleta,Zabaleta,Pablo_Zabaleta_405,Zabaleta,Pablo_Zabaleta_379,Zabaleta,
Zaha,Zaha,Wilfried_Zaha,Zaha,Wilfried_Zaha_151,Zaha,Wilfried_Zaha_133,Zaha,
Zanka,Zanka,Mathias_Jorgensen,Zanka,Mathias_Jorgensen_195,,,Zanka,
Zappacosta,Zappacosta,Davide_Zappacosta,Zappacosta,Davide_Zappacosta_120,,Davide_Zappacosta_109,Zappacosta,
Zarate,,Mauro_Z·rate,,,,,Zarate,
Zaza,,,,,,,Zaza,
Zeegelaar,Zeegelaar,Marvin_Zeegelaar,,Marvin_Zeegelaar_384,,,Zeegelaar,
Zieler,,,,,,,Zieler,
Zimmermann,,,,,Zimmermann,Christoph_Zimmermann_275,Zimmermann,
Zinchenko,Zinchenko,Oleksandr_Zinchenko,Zinchenko,Oleksandr_Zinchenko_279,Zinchenko,Oleksandr_Zinchenko_206,Zinchenko,
Zivkovic,,,,,Zivkovic,Richairo_Zivkovic_622,Zivkovic,
Ziyech,,,,,,,Ziyech,
Zohore,,,Zohore,Kenneth_Zohore_107,,,Zohore,
Zouma,Zouma,Kurt_Zouma,Zouma,Kurt_Zouma_526,Zouma,Kurt_Zouma_459,Zouma,
Zuniga,,,,,,,Zuniga,
